station_id,site,station,date,year,month,day,bom_rainfall,nasa_rainfall,era5_rainfall
23867,Montacute,Ashton,13-12-2023,2023,12,13,0,0.08,2.0789
23867,Montacute,Ashton,12-12-2023,2023,12,12,15.4,0.49,1.6781
23867,Montacute,Ashton,11-12-2023,2023,12,11,17.2,17.73,6.8765
23867,Montacute,Ashton,10-12-2023,2023,12,10,32,0.12,11.7969
23867,Montacute,Ashton,09-12-2023,2023,12,9,9.6,0.17,30.744
23867,Montacute,Ashton,08-12-2023,2023,12,8,0,0,5.2367
23867,Montacute,Ashton,07-12-2023,2023,12,7,0,0,0.1465
23867,Montacute,Ashton,06-12-2023,2023,12,6,0,0,0.1458
23867,Montacute,Ashton,05-12-2023,2023,12,5,0,0,0.0357
23867,Montacute,Ashton,04-12-2023,2023,12,4,0.2,0,0.0512
23867,Montacute,Ashton,03-12-2023,2023,12,3,0,0,0
23867,Montacute,Ashton,02-12-2023,2023,12,2,1,0,0.5528
23867,Montacute,Ashton,01-12-2023,2023,12,1,0,0,0.3522
23867,Montacute,Ashton,30-11-2023,2023,11,30,0.2,0,0
23867,Montacute,Ashton,29-11-2023,2023,11,29,12.8,0.03,0.0466
23867,Montacute,Ashton,28-11-2023,2023,11,28,29.6,4.87,4.699
23867,Montacute,Ashton,27-11-2023,2023,11,27,0,1.01,18.1968
23867,Montacute,Ashton,26-11-2023,2023,11,26,0.4,0,0.0831
23867,Montacute,Ashton,25-11-2023,2023,11,25,0.2,0.57,0.3138
23867,Montacute,Ashton,24-11-2023,2023,11,24,21.6,3.67,2.6937
23867,Montacute,Ashton,23-11-2023,2023,11,23,0.2,2.48,9.8226
23867,Montacute,Ashton,22-11-2023,2023,11,22,0,1.65,0.0375
23867,Montacute,Ashton,21-11-2023,2023,11,21,0,2.73,0.0004
23867,Montacute,Ashton,20-11-2023,2023,11,20,0,0,0.0009
23867,Montacute,Ashton,19-11-2023,2023,11,19,0,0,0.0066
23867,Montacute,Ashton,18-11-2023,2023,11,18,0,0,0.0004
23867,Montacute,Ashton,17-11-2023,2023,11,17,0,0.06,0.0017
23867,Montacute,Ashton,16-11-2023,2023,11,16,0,1.13,0.002
23867,Montacute,Ashton,15-11-2023,2023,11,15,0,0,0.4865
23867,Montacute,Ashton,14-11-2023,2023,11,14,1,0.02,0.0024
23867,Montacute,Ashton,13-11-2023,2023,11,13,0,0.03,1.7787
23867,Montacute,Ashton,12-11-2023,2023,11,12,0,0,0.0042
23867,Montacute,Ashton,11-11-2023,2023,11,11,0,0,0.029
23867,Montacute,Ashton,10-11-2023,2023,11,10,0,0,0.0009
23867,Montacute,Ashton,09-11-2023,2023,11,9,0,0,0.0008
23867,Montacute,Ashton,08-11-2023,2023,11,8,0,0,0.0034
23867,Montacute,Ashton,07-11-2023,2023,11,7,0,0,0
23867,Montacute,Ashton,06-11-2023,2023,11,6,0,0,0.0022
23867,Montacute,Ashton,05-11-2023,2023,11,5,0,0,0.0017
23867,Montacute,Ashton,04-11-2023,2023,11,4,0,0,0.0034
23867,Montacute,Ashton,03-11-2023,2023,11,3,0,0,0
23867,Montacute,Ashton,02-11-2023,2023,11,2,0,0,0.0026
23867,Montacute,Ashton,01-11-2023,2023,11,1,0,0,0.0017
23867,Montacute,Ashton,31-10-2023,2023,10,31,0.4,0,0.0013
23867,Montacute,Ashton,30-10-2023,2023,10,30,0,0,1.1907
23867,Montacute,Ashton,29-10-2023,2023,10,29,0.2,0,0.0033
23867,Montacute,Ashton,28-10-2023,2023,10,28,0.4,0,0
23867,Montacute,Ashton,27-10-2023,2023,10,27,0,0,0.0098
23867,Montacute,Ashton,26-10-2023,2023,10,26,1,0.01,0.0013
